Date,2 Yr,10 Yr,30 Yr,Corn Futures,Crude Oil Futures,Gold Futures,S&P 500,Federal Funds Rate,CPI,GDP Growth Rate,Labor Force Participation Rate,Residential,Change in private inventories,Personal consumption expenditures,Intellectual property products
2007-01-22,4.91,4.76,4.84,-0.0061462814996926,-0.0165416538293314,-0.0034618602785699,-0.0052779090025341,5.24,203.437,1.2,66.4,892211.0,29668.0,11183323.0,546103.0
2007-01-23,4.94,4.81,4.9,0.0117501546072975,0.07647173412344,0.01879050156867,0.0035419650974717,5.26,203.437,1.2,66.4,892211.0,29668.0,11183323.0,546103.0
2007-01-24,4.93,4.81,4.91,-0.0201711491442543,0.005995603395136,0.0037197199837251,0.0085014704104788,5.27,203.437,1.2,66.4,892211.0,29668.0,11183323.0,546103.0
2007-01-25,4.98,4.87,4.96,0.0155957579538366,-0.0205887558540653,0.0003088514740141,-0.0112698023190418,5.31,203.437,1.2,66.4,892211.0,29668.0,11183323.0,546103.0
2007-01-26,4.99,4.88,4.98,-0.0036855036855036,0.0219435485294845,-0.0050941461178652,-0.0012079294006843,5.26,203.437,1.2,66.4,892211.0,29668.0,11183323.0,546103.0
2007-01-29,4.99,4.9,4.99,-0.0135635018495684,-0.0254420767592555,-0.00217226441282,-0.0010969487229688,5.26,203.437,1.2,66.4,892211.0,29668.0,11183323.0,546103.0
2007-01-30,4.98,4.88,4.98,0.011875,0.0548047211841848,0.0017105219450388,0.0057720933114127,5.23,203.437,1.2,66.4,892211.0,29668.0,11183323.0,546103.0
2007-01-31,4.94,4.83,4.93,-0.0018529956763434,0.0205370922217942,0.0121080218024927,0.0065928838478062,5.33,203.437,1.2,66.4,892211.0,29668.0,11183323.0,546103.0
2007-02-01,4.96,4.84,4.93,-0.0148514851485148,-0.0144478871930887,0.008282246033838,0.0053537318000873,5.29,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-02,4.94,4.83,4.93,0.0100502512562814,0.0300174737103775,-0.0170368296183344,0.0016944502133364,5.24,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-05,4.92,4.81,4.91,0.0,-0.004744133804222,0.0072733087561833,-0.000966607336355,5.25,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-06,4.9,4.77,4.87,-0.013681592039801,0.0023833739470211,0.0041480274552232,0.0006980074309024,5.24,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-07,4.87,4.74,4.86,-0.0107187894073139,-0.0198709572421553,-0.0019889654858131,0.0013950411127416,5.23,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-08,4.87,4.73,4.81,0.0191204588910134,0.0346560393645565,0.0087383294706429,-0.0011792671235344,5.25,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-09,4.92,4.79,4.87,0.0162601626016261,0.0030145755809027,0.0144376899696048,-0.0070772138460132,5.25,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-12,4.94,4.8,4.88,-0.0036923076923076,-0.0347303061872619,-0.0073408605454119,-0.0032613821992586,5.28,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-13,4.95,4.82,4.9,0.015441630636195,0.0216225561374492,0.0019620417688295,0.0075974903099231,5.26,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-14,4.87,4.74,4.83,-0.0066909975669099,-0.0179478724795693,0.0052718781010574,0.007644080004882,5.27,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-15,4.83,4.7,4.81,-0.001837109614207,-0.0001723848540207,-0.0001498900470996,0.0010375934274453,5.29,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-16,4.83,4.69,4.79,0.0233128834355829,0.0241420532964304,0.0022478645698182,-0.0008717811383565,5.24,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-20,4.81,4.68,4.78,-0.0041966426858512,-0.0222259590569097,-0.0174940377101996,0.0028443151939014,5.27,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-21,4.82,4.69,4.79,0.0264900662251654,0.0344411918462306,0.0351545236331738,-0.0014044508061291,5.23,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-22,4.87,4.73,4.83,0.0193548387096773,0.0146495933508563,-0.0011761067018699,-0.0008575564414925,5.26,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-23,4.82,4.68,4.79,-0.0097813578826236,0.0031172866994368,0.0054459096834238,-0.0035636739444112,5.24,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-26,4.77,4.63,4.73,-0.0110400929692039,0.004088976161199,0.0049773452431265,-0.001254106190468,5.3,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-27,4.59,4.5,4.62,-0.0340775558166862,0.0011402458954254,-0.0037872914580298,-0.0347254022259637,5.27,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-02-28,4.65,4.56,4.68,0.0346715328467153,0.005369375788651,-0.021201929349868,0.0055608896166945,5.41,204.226,1.2,66.3,857055.0,54925.0,11212669.0,549788.0
2007-03-01,4.63,4.56,4.68,-0.0188124632569076,0.0033985933219153,-0.0106065676159909,-0.0025944345993798,5.31,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-02,4.56,4.52,4.65,-0.0149790293588975,-0.0058064614572832,-0.0314056895309361,-0.0114027519822277,5.23,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-05,4.53,4.51,4.64,0.0152068126520681,-0.0254704690196326,-0.0074824439485093,-0.0094076778006312,5.27,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-06,4.58,4.53,4.66,-0.0113840623127621,0.0103212740974625,0.0111512100672441,0.0154935807194074,5.22,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-07,4.54,4.5,4.64,0.0078787878787878,0.0186192304116799,0.0105622676637195,-0.0024652707034493,5.24,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-08,4.56,4.51,4.65,-0.0090198436560432,-0.0029116840191582,0.0043037948558224,0.0071266220925021,5.24,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-09,4.66,4.59,4.72,-0.0091019417475728,-0.0257949410826066,-0.0052035878283162,0.00067762175488,5.24,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-12,4.62,4.56,4.69,-0.0208205756276791,-0.0189841699272641,-0.0024615009014422,0.0026802841786919,5.25,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-13,4.52,4.5,4.66,-0.0068792995622264,-0.0166355380202802,-0.0012338815515128,-0.0203682816090822,5.25,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-14,4.54,4.53,4.69,-0.0188916876574307,0.0039703010706833,-0.0103458175176937,0.0066911666607312,5.27,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-15,4.57,4.54,4.69,0.021181001283697,-0.0104883186374131,0.0074894486037149,0.0036837483435188,5.29,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-16,4.58,4.55,4.7,0.0043997485857951,-0.0076455018686714,0.0106860202082417,-0.0038283089700652,5.25,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-19,4.61,4.58,4.72,-0.0037546933667084,-0.0091052434285812,0.0007661661334741,0.0108944864298152,5.26,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-20,4.6,4.56,4.71,0.0182160804020099,0.0024739245320895,0.0073496386580302,0.006333453947334,5.26,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-21,4.51,4.53,4.7,0.0111042566317087,0.0507668092958653,0.0016719494529844,0.0170808812969247,5.26,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-22,4.58,4.6,4.78,-0.0006101281269066,0.0348934406150001,0.0066768200516882,-0.0003484223341437,5.27,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-23,4.6,4.62,4.8,-0.0152625152625152,0.0095639514625056,-0.0100995055177287,0.0010943900109532,5.24,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-26,4.56,4.6,4.79,-0.0303781773093614,0.0101156242848974,0.010202546189262,0.0009679026415914,5.28,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-27,4.58,4.62,4.81,0.0038363171355497,0.0003179217582607,-0.0019596755807678,-0.0061843580163043,5.25,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-28,4.53,4.62,4.83,-0.0101910828025477,0.0182742971603691,0.0066455589432223,-0.0079657884233618,5.27,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-29,4.58,4.64,4.83,0.0154440154440154,0.0304306631167599,-0.0075018754688672,0.0037397238988494,5.29,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-03-30,4.58,4.65,4.84,-0.0506970849176172,-0.0024230809582418,0.002267573696145,-0.0011739955648866,5.3,205.288,1.2,66.2,802575.0,36338.0,11287468.0,551680.0
2007-04-02,4.6,4.65,4.84,-0.0527369826435246,0.0010626945787981,0.004072416601857,0.0025970634085028,5.25,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-03,4.63,4.67,4.85,-0.0239605355884425,-0.0197149378772465,-0.002553721159468,0.0092801026639957,5.2,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-04,4.61,4.66,4.85,0.0375451263537907,-0.0040223103138226,0.0121987584125564,0.0011128174632957,5.21,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-05,4.63,4.68,4.87,0.0187891440501044,-0.0015532537804788,0.0031245896404965,0.0030499556495757,5.3,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-09,4.73,4.75,4.92,-0.0068306010928961,-0.0430927272925808,-0.0034114324404113,0.00058872359685,5.28,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-10,4.71,4.73,4.91,0.015130674002751,0.0061778747924661,0.0068462202988441,0.0026166434783123,5.26,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-11,4.73,4.74,4.92,-0.0223577235772357,0.0019389066580737,0.0004434409356521,-0.0065728287512122,5.24,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-12,4.73,4.74,4.91,-0.0055440055440055,0.0296726367100859,-0.0025118384126674,0.0062062964279203,5.27,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-13,4.76,4.76,4.93,0.0285714285714284,-0.0034455350237012,0.0152570718421154,0.0034880001295067,5.25,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-16,4.74,4.74,4.89,-0.0128726287262872,-0.0003143243348725,0.0068572381156433,0.0106549063763496,5.29,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-17,4.68,4.69,4.85,-0.0301990391214824,-0.0080176408007686,-0.0027531712014524,0.00214531100525,5.2,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-18,4.64,4.66,4.81,0.0290162774239206,0.0004754769369201,0.0013077061362147,0.0006931929382587,5.19,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-19,4.64,4.68,4.84,0.0213204951856946,-0.0205924158888876,-0.0069655898462155,-0.0012020506154498,5.23,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-20,4.64,4.68,4.85,-0.0289562289562289,0.0250687237774274,0.0112523927289047,0.0092607040708088,5.25,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-23,4.62,4.66,4.83,-0.022884882108183,0.0396023710828858,-0.0020231566677203,-0.0023039862102938,5.23,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-24,4.58,4.63,4.8,0.0234208658623136,-0.0198815840146988,-0.0092672510934802,-0.0003511438841738,5.2,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-25,4.63,4.66,4.83,0.0298196948682385,0.0195105988093986,-0.000146209616061,0.0101390894543229,5.19,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-26,4.67,4.69,4.87,-0.0175084175084174,-0.011846883698078,-0.0134482553723161,-0.0007824182576994,5.24,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-27,4.67,4.71,4.89,-0.0013708019191226,0.0215186224779373,0.0056304454815627,-0.0001204977151999,5.24,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-04-30,4.6,4.63,4.81,-0.0171585449553878,-0.0112849836041485,0.0026521110366795,-0.0078309259890643,5.29,205.904,2.5,65.9,735842.0,31249.0,11331949.0,563341.0
2007-05-01,4.63,4.64,4.81,0.026536312849162,-0.0199360459115164,-0.0089639611843314,0.0026511962086948,5.26,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-02,4.65,4.65,4.82,0.0122448979591835,-0.0111801429137201,-0.0031139331925711,0.0064724448638566,5.21,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-03,4.71,4.68,4.84,0.0208333333333332,-0.0076947499390475,0.0141305967164846,0.0043250778872252,5.24,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-04,4.68,4.65,4.8,0.0039499670836076,-0.0199398377736415,0.0079202471556838,0.0021498947924689,5.24,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-07,4.68,4.64,4.79,-0.0308196721311475,-0.0074277261780379,0.0011641265697879,0.0025637181786113,5.24,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-08,4.68,4.63,4.8,-0.0426251691474965,0.0128517502056597,-0.0042151517646257,-0.0011659709227004,5.21,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-09,4.73,4.67,4.83,0.009893992932862,-0.0114037761582639,-0.0070062588877828,0.0032234005292746,5.21,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-10,4.7,4.65,4.83,-0.0321903428971308,0.0042242427206062,-0.0223431022780746,-0.0139562773307034,5.25,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-11,4.71,4.67,4.85,0.0441070137382502,0.0090599829501982,0.0082694334714936,0.0096414980960248,5.27,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-14,4.73,4.69,4.86,-0.0083102493074792,0.0014430039142085,-0.0031314877160599,-0.0017929748750863,5.26,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-15,4.75,4.71,4.88,0.0377094972067038,0.0113672605648365,0.0067314884068809,-0.001303983618386,5.29,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-16,4.73,4.71,4.88,0.0121130551816959,-0.0098147688753544,-0.0190192983550798,0.0086265387776689,5.25,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-17,4.78,4.76,4.91,-0.0079787234042553,0.0369304780410348,-0.0060587699576497,-0.0009180225309349,5.25,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-18,4.82,4.81,4.96,-0.0046916890080428,0.0012334540595413,0.0073148242969771,0.006610477607007,5.24,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-21,4.81,4.79,4.94,0.0262626262626262,0.0204803534286925,0.0028744696128024,0.0015432445154737,5.24,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-22,4.83,4.83,4.98,-0.0301837270341207,-0.0196166513990505,-0.0057324614393911,-0.0006425680181219,5.23,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-23,4.85,4.86,5.01,-0.0027063599458727,0.0123133047149821,0.0042482915063617,-0.00120723160001,5.25,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-24,4.85,4.86,5.0,0.021709633649932,-0.0241751013994957,-0.0134461762891474,-0.0097025640795354,5.24,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-25,4.85,4.86,5.01,-0.0013280212483399,0.0158927491152434,0.0032158891055704,0.005452680678653,5.29,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-29,4.88,4.88,5.01,-0.0299202127659574,-0.0314416490539198,0.0030529691261416,0.0015702037391096,5.29,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-30,4.89,4.88,5.01,0.0479780671692939,0.0053840086203094,-0.0060873537492269,0.0079836080614281,5.25,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-05-31,4.92,4.9,5.01,0.0209287115761935,0.0081902731771392,0.0120961946246818,0.0002548732239044,5.28,206.755,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-01,4.97,4.95,5.06,-0.0089686098654708,0.0167161327779208,0.0154311833691849,0.0037370286036848,5.23,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-04,4.97,4.93,5.02,-0.0077569489334194,0.0173632025449446,-0.0007449344322207,0.0018486063981995,5.24,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-05,4.99,4.98,5.07,-0.0091205211726383,-0.0090620522944819,-0.0016401321023894,-0.0053470693823116,5.19,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-06,4.97,4.97,5.08,-0.0144641683103221,0.0053345293532258,-0.0004480104598364,-0.008863742592418,5.25,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-07,5.03,5.11,5.2,0.0266844563042027,0.0147059010637777,-0.0137457229565601,-0.0175697808682713,5.25,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-08,5.01,5.12,5.22,-0.0071474983755686,-0.0324219058576263,-0.0221178247627987,0.0113703938870508,5.26,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-11,5.01,5.14,5.24,0.0366492146596859,0.0186843583162223,0.0136328238465821,0.0009617165093236,5.27,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-12,5.08,5.26,5.35,-0.0063131313131312,-0.0093982527680696,-0.0088644167830918,-0.0106817185971588,5.26,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-13,5.08,5.2,5.28,0.0279542566709021,0.0139250754913138,-0.0004625871903912,0.0151842223344356,5.26,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-14,5.1,5.23,5.3,0.0123609394313968,0.0209779557023044,0.0052452380667655,0.0048163033814474,5.28,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-15,5.05,5.16,5.26,0.0231990231990231,0.0051736654283327,0.0044506208144878,0.0065267626202591,5.26,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-18,5.01,5.15,5.26,-0.0071599045346062,0.0160293579101562,0.0019862303941462,-0.0012133688932095,5.23,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-19,4.94,5.09,5.2,-0.0480769230769231,0.0001447696737679,0.0074718275469218,0.0017307744745367,5.21,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-20,4.97,5.14,5.24,-0.0044191919191919,-0.0131692627034666,-0.0069623679977356,-0.0136010862722032,5.27,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-21,4.98,5.16,5.28,-0.0234622701331642,0.0067458434961624,-0.0083828687771069,0.0061804128640055,5.26,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-22,4.92,5.14,5.25,-0.0454545454545454,0.0071376234942226,0.0044574616091104,-0.0128958169270027,5.24,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-25,4.87,5.09,5.2,-0.0265306122448979,0.0005785495499055,-0.0033665068202467,-0.0032079039581859,5.29,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-26,4.9,5.1,5.22,-0.0034940600978337,-0.0203816660290457,-0.0141256139712314,-0.0032381959602871,5.25,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-27,4.91,5.09,5.2,-0.0357643758765778,0.0177070184016232,-0.0006228989162337,0.0090093382900966,5.26,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-28,4.96,5.12,5.22,-0.0123636363636363,0.0086994122589776,0.0090384723120395,-0.0004182355225962,5.26,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-06-29,4.87,5.03,5.12,-0.0294550810014727,0.0159551619264151,0.0009266032215251,-0.0015673572021088,5.31,207.234,2.5,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-02,4.86,5.0,5.09,0.0030349013657056,0.005800736148056,0.0129610009728331,0.0106961641574727,5.31,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-03,4.89,5.05,5.14,-0.0317700453857791,0.0045014395935225,-0.0054835880973914,0.0035802512876219,5.24,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-05,4.99,5.16,5.24,0.0124999999999999,0.0056013706199626,-0.0068923262853887,0.0003475898263931,5.25,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-06,4.99,5.19,5.28,0.0324074074074074,0.013925637571343,0.0066316897456235,0.0033039969263952,5.22,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-09,4.97,5.16,5.25,-0.0059790732436472,-0.0085152470536558,0.0119503411170378,0.0009213260458897,5.22,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-10,4.85,5.03,5.14,0.0165413533834586,0.0085883792245431,0.0030280090840273,-0.0141854494990204,5.24,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-11,4.89,5.09,5.18,-0.0059171597633136,-0.0034335944016316,-0.0033207731426886,0.0057214093425517,5.24,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-12,4.94,5.13,5.22,0.0238095238095237,-0.0008268682554088,0.0096926011394522,0.0190549798652626,5.26,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-13,4.94,5.11,5.19,-0.0072674418604651,0.0197241421403555,-0.0013499690979201,0.003101407882381,5.25,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-16,4.89,5.05,5.14,-0.0197657393850658,0.0029758044068035,-0.0012015437182878,-0.001919472121578,5.32,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-17,4.91,5.08,5.16,-0.0365944734876774,-0.0017532687813516,-0.0004511094631108,-9.681992628141069e-05,5.28,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-18,4.84,5.02,5.1,0.013953488372093,0.0139152452770057,0.0118850056173094,-0.002065324087829,5.26,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-19,4.87,5.04,5.12,-0.0175840978593272,0.0115922062866209,0.0068391864229349,0.0044690505655788,5.25,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-20,4.79,4.96,5.07,-0.0093385214007781,-0.0046100959241627,0.0098936977056387,-0.0122208649945911,5.25,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-23,4.8,4.97,5.07,-0.025923016496465,-0.0089982838152949,-0.0045328798222368,0.0048692854585776,5.26,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-24,4.77,4.94,5.05,0.0048387096774193,-0.0177594050192838,0.0049941605097332,-0.0198044255468624,5.25,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-25,4.74,4.92,5.04,0.0,0.0315388767240814,-0.0159310497217066,0.0046656121449875,5.32,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-26,4.56,4.79,4.95,0.0192616372391654,-0.0122561984559624,-0.0160403802001696,-0.0233384927364829,5.28,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-27,4.56,4.8,4.95,0.0110236220472441,0.0276184093276705,-0.0037735849056603,-0.0159915843559718,5.25,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-30,4.59,4.82,4.97,0.0077881619937694,-0.002466824464979,0.0062120842211175,0.010254006997153,5.29,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-07-31,4.56,4.78,4.92,0.0069551777434311,0.0179616975208787,0.0042163061753683,-0.0126466434288248,5.28,207.603,2.3,66.0,735842.0,31249.0,11331949.0,563341.0
2007-08-01,4.56,4.76,4.9,-0.0207214121258634,-0.0214806332290229,-0.0049483411415742,0.0072426690037186,5.3,207.667,2.3,65.8,735842.0,31249.0,11331949.0,563341.0
2007-08-02,4.59,4.77,4.91,0.0156739811912225,0.0043120584910287,0.0015069319421192,0.0043592909877117,5.24,207.667,2.3,65.8,735842.0,31249.0,11331949.0,563341.0
